claimText,claimant,claimDate,publisher,site,reviewUrl,reviewTitle,reviewDate,textualRating
An electric vehicle charging point in the Nullarbor is powered by diesel.,"Craig ""Macca"" McGowan",2022-11-19T00:00:00Z,AAP,aap.com.au,https://www.aap.com.au/factcheck/maccas-diesel-charger-claim-is-running-on-empty/,Macca's diesel charger claim is running on empty,2025-02-07T05:33:51Z,Mostly false. The EV charger in the video is fuelled by used cooking oil for the majority of the year.
False memes about Paris electric car graveyards,,,KTVB,ktvb.com,https://www.ktvb.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,KVUE,kvue.com,https://www.kvue.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,WGRZ,wgrz.com,https://www.wgrz.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,WKYC,wkyc.com,https://www.wkyc.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,WTOL,wtol.com,https://www.wtol.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,12News,12news.com,https://www.12news.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,KBMT,12newsnow.com,https://www.12newsnow.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,WVEC,13newsnow.com,https://www.13newsnow.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,KHOU,khou.com,https://www.khou.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,WCNC,wcnc.com,https://www.wcnc.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,KCEN-TV,kcentv.com,https://www.kcentv.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,VERIFYThis.com,verifythis.com,https://www.verifythis.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
The photo shows a cemetery of electric cars in France. No one wants to buy them because their batteries are damaged.,Various,2022-10-18T00:00:00Z,Fakenews.pl,fakenews.pl,https://fakenews.pl/en/tech/abandoned-electric-cars-in-france-no-this-is-china/,"Abandoned electric cars in France? No, this is China",2022-10-19T00:00:00Z,False
A photograph shows hundreds of white electric cars that were abandoned in France because the cost of replacing the batteries was too expensive.,,,Snopes,snopes.com,https://www.snopes.com/fact-check/electric-cars-france-battery/,"Photo Doesn't Show Electric Cars in France, Nor Were They Abandoned Due to Battery Replacement Costs",2022-10-13T08:31:03Z,Miscaptioned
Full charge at public electric vehicle station costs more than $150,Social media,2022-08-30T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2022/09/13/fact-check-ev-charge-takes-less-than-hour-fast-chargers-electric-vehicle/7969071001/,Fact check: EV charge takes less than an hour on fast chargers,2022-09-13T15:35:35Z,False
Manufacturing the battery for one electric car produces the same amount of CO2 as running a petrol car for 8 years.,,2022-09-05T00:00:00Z,Climate Fact Checks,climatefactchecks.org,https://climatefactchecks.org/co2-emitted-in-making-an-ev-battery-isnt-equal-to-driving-a-petrol-car-for-8-years/,CO2 emitted in making an EV battery isn't equal to driving a petrol car for 8 years,2022-09-05T00:00:00Z,Misleading
"Photo shows sea of abandoned electric cars in France because ""it was too expensive to replace the batteries.""",Facebook post,2022-08-07T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2022/08/photo-shows-electric-car-sharing-lot-in-china-contrary-to-facebook-post/,"Photo Shows Electric Car-sharing Lot in China, Contrary to Facebook Post",,False
Electric cars in California are not sustainable as only 10% of their batteries are recyclable and the state can’t recycle them.,Instagram post,2022-06-09T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2022/aug/11/instagram-posts/video-underestimates-californias-capacity-accommod/,Video underestimates California’s capacity to accommodate electric cars and recycle their batteries,,False
Photo shows electric cars that were bought for civil servants in France and then abandoned because “it was too expensive to replace the batteries.”,Viral image,2022-08-07T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2022/aug/10/viral-image/no-photo-doesnt-show-abandoned-french-electric-car/,"No, this photo doesn’t show abandoned French electric cars",,False
"""""And no one in the world is making an electric ute, by the way ...""",Sussan Ley,2022-08-26T00:00:00Z,ABC News,abc.net.au,https://www.abc.net.au/news/2022-08-30/fact-check-sussan-ley-electric-ute/101386412,Sussan Ley says no one in the world is making an electric ute. Is that ...,2022-08-30T00:00:00Z,Wrong
"Electric car batteries ""completely die"" in cold or hot weather",Multiple people,2022-07-28T00:00:00Z,AFP Fact Check,factcheck.afp.com,https://factcheck.afp.com/doc.afp.com.32FT9B2,"Misleading claims about weather, electric vehicles spread online",2022-08-03T17:30:00Z,Misleading
Diesel generator is powering an electric vehicle charger at the El Paso International Airport,Facebook,2022-08-01T22:33:00Z,Lead Stories,leadstories.com,https://leadstories.com/hoax-alert/2022/08/fact-check-diesel-generator-at-el-paso-airport-is-not-powering-ev-charging-station.html,Fact Check: Diesel Generator At El Paso Airport Is NOT Powering EV Charging Station,2022-08-01T22:33:00Z,Not Connected
You can’t extinguish an electric vehicle (EV) fire as water makes their batteries burn.,Facebook post,2022-07-12T00:00:00Z,AAP,aap.com.au,https://www.aap.com.au/factcheck/electric-vehicle-battery-fire-claim-is-as-weak-as-water/,Electric vehicle battery fire claim is as weak as water,2025-02-07T07:04:12Z,False. Experts says EV battery fires can be put out with water or specialised fire extinguishers.
Volvo data says it takes a decade for EVs to become 'carbon neutral',,2022-05-16T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2022/06/09/fact-check-electric-vehicles-emit-less-carbon-over-life-than-gas-cars/9900644002/,Fact check: Electric vehicles emit less carbon over life than gas cars,2022-06-09T21:55:14Z,Missing Context
A township electric vehicle charging station is powered with a diesel generator,Facebook post,2022-05-09T23:34:00Z,Lead Stories,leadstories.com,https://leadstories.com/hoax-alert/2022/05/fact-check-canadian-ev-charging-station-is-not-powered-with-diesel-generator.html,Fact Check: Canadian EV Charging Station Is NOT Powered With Diesel Generator -- Proximity In Photo Is Coincidental,2022-05-09T23:34:00Z,Not Connected
Electric vehicles are more harmful to the environment,Multiple sources,2022-04-21T00:00:00Z,AFP Fact Check,factcheck.afp.com,https://factcheck.afp.com/doc.afp.com.328N2RY,Posts mislead about environmental impact of electric cars,2022-05-08T10:24:00Z,Missing context
EV charging station in Canada is powered by diesel generator,Multiple people,2022-05-07T00:00:00Z,AFP Fact Check,factcheck.afp.com,https://factcheck.afp.com/doc.afp.com.329W2VM,Canada EV charging station not powered by diesel generator,2022-05-12T16:08:00Z,Misleading
"U.S. Transportation Secretary Pete Buttigieg said families that buy electric vehicles (EVs) will ""never have to worry about gas prices again.""",,,Snopes,snopes.com,https://www.snopes.com/fact-check/buttigieg-electric-cars-gas-prices/,"Yes, Pete Buttigieg Said Families Who Buy Electric Cars 'Never Have To Worry about Gas Prices Again'",2021-11-30T04:34:00Z,Correct Attribution
"“This one here has subsidies for people making as much as $800,000 to be able to buy a Tesla.”",Chris Jacobs,2021-11-20T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2021/nov/26/chris-jacobs/jacobs-overstates-income-eligibility-electric-vehi/,Jacobs overstates income eligibility for electric vehicle tax credit,,Mostly False
"A fake tweet claims Rep. Alexandria Ocasio-Cortez said: ""I see people are rushing out to fill up their cars for this hurricane at the gas station This wouldn’t be an issue if they had electric cars.""",Viral meme,2019-08-30T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2019/09/phony-tweet-targets-aoc/,Phony Tweet Targets AOC,,False
"""Well, there it is. A gas generator being used to charge the dead battery in an electric car. My day is complete.""",Viral image,2021-11-08T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/article/2021/nov/12/image-mocks-tesla-recharging-generator-heres-what-/,Image mocks a Tesla recharging with a generator. Here’s what it doesn’t show.,,Missing context.
Photos show electric cars discarded in a garbage dump after batteries failed,Social media users,2021-12-25T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2022/01/10/fact-check-electric-vehicles-stored-when-rideshare-service-failed/9105813002/,Fact check: Electric vehicles stored when rideshare service failed,2022-01-11T00:06:36Z,False
Zimbabwean man invents electric car that doesn't need charging,social media users,2018-10-29T19:36:43Z,AP News,apnews.com,https://apnews.com/article/archive-fact-checking-2447122903,Electric car that doesn't need a charge was not invented by Zimbabwean man,,False
An electric car can self-charge as it drives by attaching a generator to the wheel to harness the energy as it spins.,Public,2021-11-09T00:00:00Z,Full Fact,fullfact.org,https://fullfact.org/online/electric-car-generator-wheel/,You can’t recharge an electric car by attaching a generator to the wheel – Full Fact,2021-11-11T00:00:00Z,"This is not true, and breaks two major laws of physics. An electric car battery would deplete whether or not you attach a generator to the wheel."
"A photograph shows an electric car charging at a diesel generator, which uses 36 gallons to provide a 200-mile charge.",,,Snopes,snopes.com,https://www.snopes.com/fact-check/diesel-car-charging-station/,Is This a 'Diesel Car Charging Station' for Electric Cars?,2021-07-12T03:03:43Z,Mixture
A photograph shows an electric car charging in 1905.,,,Snopes,snopes.com,https://www.snopes.com/fact-check/electric-car-1905/,FACT CHECK: Is this Really an Electric Car From 1905?,2017-07-10T05:26:33Z,Mostly True
Says photos show a “boneyard” of electric cars abandoned in France because the cars’ batteries were too expensive to replace.,Facebook posts,2021-05-16T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2021/may/17/facebook-posts/no-electric-cars-werent-abandoned-because-batterie/,"No, electric cars weren’t dumped due to costly batteries",,False
Japanese auto makers developed an electric car in 1949 that could travel 200km on a single charge.,,,Snopes,snopes.com,https://www.snopes.com/fact-check/japanese-electric-car-200km-single-charge/,Did Japanese Car Makers Develop Electric Car in 1949 That Could Go 200km on Single Charge?,2022-04-18T08:39:55Z,Mostly True
"""[An electric vehicle] won't tow your trailer. It's not going to tow your boat. It's not going to get you out to your favourite camping spot with your family.""",Scott Morrison,2019-04-06T00:00:00Z,ABC News,abc.net.au,https://www.abc.net.au/news/2019-05-10/federal-election-fact-check-electric-vehicle-tow-boat/11078464,Scott Morrison says an electric vehicle can't tow a boat. Is he correct?,2019-05-10T00:00:00Z,Needs a tune up
"Electric cars were used 100 years ago, then technology was lost",Social media users,2021-10-06T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2021/10/18/fact-check-cost-access-drove-decline-electric-cars-early-1900-s/6055786001/,"Fact check: Cost, access drove decline of electric cars in early 1900s",2021-10-18T16:44:59Z,Partly False
"An electric vehicle charger in Round Rock, TX runs on a diesel generator, which means that EVs only get about 5.6 miles per gallon.",Qualityquilts,2021-07-26T02:52:00Z,,misbar.com,https://misbar.com/en/factcheck/2021/07/27/round-rock-tx-ev-charger-is-not-diesel-powered,Round Rock TX EV Charger Is Not Diesel Powered | Misbar,2021-07-26T02:52:00Z,Fake
"Photographs show a ""boneyard"" of electric vehicles abandoned because their battery storage cells gave out.",,,Snopes,snopes.com,https://www.snopes.com/fact-check/electric-cars-abandoned-france/,Were These Electric Cars Abandoned Because Their Batteries Failed?,2021-05-16T13:55:25Z,Miscaptioned
A diesel generator is powering an electric vehicle charger,Multiple,2021-11-15T00:00:00Z,AFP Fact Check,factcheck.afp.com,https://factcheck.afp.com/doc.afp.com.9TB2YB,Electric vehicle charging station not powered by diesel generator,2021-11-24T21:32:00Z,False
Electric vehicles “do not expend any pollution into the air.”,Joe Biden,2021-10-28T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2021/10/biden-spins-facts-on-framework/,Biden Spins Facts on Framework,2021-10-28T23:03:54Z,Not the Whole Story
“I’m all for electric cars. I’ve given big incentives for electric cars.”,Donald Trump,2020-09-29T00:00:00Z,The Washington Post,washingtonpost.com,https://www.washingtonpost.com/politics/2020/10/01/fact-checking-first-trump-biden-presidential-debate-part-2/,Analysis | Fact-checking the first Trump-Biden presidential debate (part 2),2020-10-02T13:00:17Z,False
Replacing all U.S. gas stations with EV chargers is prohibitively expensive,Social media,2022-01-16T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2022/02/11/fact-check-ev-transition-doesnt-need-converting-all-gas-stations/9244108002/,Fact check: EV transition doesn't mean converting all US gas stations,2022-02-11T19:47:49Z,Partly False
New Study Confirms EVs Considerably Worse For Climate Than Diesel Cars,Anonymous,2019-04-22T00:00:00Z,Science Feedback,science.feedback.org,https://science.feedback.org/review/claim-that-electric-vehicles-cause-more-carbon-emissions-than-diesel-misrepresents-reality/,Claim that electric vehicles cause more carbon emissions than diesel misrepresents reality,2019-04-22T00:00:00Z,Inaccurate
a field full of electric cars abandoned because of failed and irreparable batteries,facebook.com,2021-05-18T18:00:00Z,Lead Stories,leadstories.com,https://leadstories.com/hoax-alert/2021/05/fact-check-electric-cars-in-storage-lot-were-not-abandoned-due-to-battery-problems.html,Fact Check: Electric Cars In Storage Lot Were NOT Abandoned Due To Battery Problems,2021-05-18T18:00:00Z,Contract Ended
An image of an electric car cemetery in France,Multiple sources,2021-07-07T00:00:00Z,AFP Fact Check,factcheck.afp.com,https://factcheck.afp.com/doc.afp.com.9EE4BW,This photo does not show an 'electric car cemetery' in France,2021-07-13T05:21:00Z,False
"Biden ""wants to buy lithium from China for electric cars.""",Facebook posts,2022-03-14T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2022/mar/22/facebook-posts/biden-administration-trying-buy-less-lithium-china/,"The Biden administration is trying to buy less lithium from China, not more",,False
The Lifespan Of An Electric Car Battery Is Bad For The Environment,facebook.com,2021-09-17T22:49:57Z,Lead Stories,leadstories.com,https://leadstories.com/hoax-alert/2021/09/fact-check-carbon-footprint-of-electric-car-battery-production-not-worse-than-air-travel.html,Fact Check: The Carbon Footprint Of Electric Car Battery Production Is NOT Worse Than Air Travel And Traditional Vehicles,2021-09-17T22:49:57Z,Needs Work
Says a photo shows a gas-powered van towing a diesel generator that is charging an electric car.,Viral Image,2019-08-11T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2019/aug/23/viral-image/no-s-not-van-towing-diesel-generator-charge-electr/,"No, that's not a diesel generator charging an electric car",,False
Electric Vehicles Do Have An Impact On The Environment,facebook.com,2022-03-18T19:08:33Z,Lead Stories,leadstories.com,https://leadstories.com/hoax-alert/2022/03/fact-check-electric-vehicles-do-pollute-but-engineers-are-reducing-impacts.html,Fact Check: Electric Vehicles DO Pollute -- But Engineers Are Reducing Impacts,2022-03-18T19:08:33Z,Scare Tactics
"An image shows widely distributed, inefficient EV charging station",Social media users,2021-12-02T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2021/12/13/fact-check-australian-ev-charger-efficient-converted-biofuel/6429687001/,"Fact check: Australian EV charger efficient, converted to biofuel",2021-12-14T02:30:13Z,False
"On Jan. 24, House Speaker Nancy Pelosi purchased $1.25 million in stock from the electric vehicle company Tesla. A day later, on Jan. 25, President Joe Biden signed an executive order requiring all federal vehicles to be electric.",social media users,2021-02-01T23:01:09Z,AP News,apnews.com,https://apnews.com/article/fact-checking-9949984867,"Pelosi’s husband invested in Tesla, but not as viral post claims",,Partly false
A Zimbabwean inventor named Sangulani Maxwell Chikumbutso invented an electric car that requires no charging.,,,Snopes,snopes.com,https://www.snopes.com/fact-check/zimbabwe-electric-car-no-charging/,Did a Man from Zimbabwe Invent an Electric Car That Requires No Charging?,2018-05-31T08:30:03Z,False
“COP26 luxury EVs to be recharged using diesel generators”,Bloggers,2021-10-24T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2021/oct/26/blog-posting/no-diesel-fuel-isnt-recharging-electric-cars-cop26/,"No, diesel fuel isn’t recharging EVs at COP26 climate summit",,Mostly False
"Tata motors has launched a new electric car named Evision, which on one charge can run up to 1000kms which is a world record. Also, the warranty for the battery is for 10 yrs.",SOCIAL MEDIA POST,2020-07-11T00:00:00Z,FACTLY,factly.in,https://factly.in/incorrect-specifications-of-tata-evision-electric-car-are-being-spread/,Incorrect specifications of Tata Evision electric car are being spread.,2020-07-14T00:00:00Z,FALSE
Diesel Powered Generators Are Bad For Electric Vehicles,facebook.com,2021-07-08T22:10:20Z,Lead Stories,leadstories.com,https://leadstories.com/hoax-alert/2021/07/fact-check-diesel-powered-generators-are-not-bad-for-electric-vehicles.html,Fact Check: Photo Does NOT Show Electric Car Getting 5.6 Miles Per Gallon Charging Via Diesel Generator,2021-07-08T22:10:20Z,Math Wrong
"""But the House Democrats are saying openly that the tax credit for electric vehicles under their construct, the $4,500, the big part of it, will only be eligible for companies that hire union workers.""",Lindsey Graham,2021-11-04T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2021/11/electric-vehicle-tax-credits-in-democratic-plan/,Electric Vehicle Tax Credits in Democratic Plan,,We Explain the Proposal
“Twitter is stunned to discover during the impeachment hearing that Ukrainians prefer Kyiv is pronounced 'KEEV' and not 'Key-Ev' and it is a point of national pride in defiance of the Russians.”,The Daily Mail,2019-11-19T20:21:41Z,VOA,voanews.com,https://www.voanews.com/a/hey-daily-mail-it-s-ky--yeev-not-keev-/6742271.html,"Hey Daily Mail: It’s 'Ki-yeev,' Not ‘KEEV’",2019-11-19T20:21:41Z,False
Electric car chargers that run on diesel are “popping up everywhere.”,facebook.com,2021-07-14T02:52:00Z,,misbar.com,"https://www.misbar.com/en/factcheck/2021/07/15/pictured-diesel-ev-charger-is-a-prototype,-located-in-the-middle-of-the-desert",Pictured Diesel EV Charger Is A Prototype Located In The Australian Desert,2021-07-14T02:52:00Z,misleading
Dead electric cars caused massive traffic jam during California snowstorm,Social media,2021-12-29T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2022/01/05/fact-check-dead-electric-cars-did-not-cause-snowstorm-traffic-jam/9085526002/,Fact check: Dead electric cars did not cause California traffic jam,2022-01-05T23:15:51Z,False
An image shows a new self-contained diesel-powered electric vehicle charging point in Lancashire.,Facebook user,2021-10-18T00:00:00Z,Full Fact,fullfact.org,https://fullfact.org/environment/lancashire-diesel-electric-car-charging-point/,Photo of diesel-powered electric vehicle charging point is at least two years old – Full Fact,2021-10-21T00:00:00Z,There’s no evidence the image is from Lancashire and the county council says none of its charging points are diesel-powered. The image has been circulating since at least 2019.
This Electric Car Cemetery Is In France,facebook.com,2021-07-12T21:21:00Z,Lead Stories,leadstories.com,https://leadstories.com/hoax-alert/2021/07/fact-check-this-electric-car-cemetery-is-not-in-france-its-in-hangzhou-china.html,"Fact Check: This Electric Car Cemetery Is NOT In France -- It's In Hangzhou, China",2021-07-12T21:21:00Z,Lot In China
"In June 2021, California officials told residents to not charge their electric cars due to power shortage.",,,Snopes,snopes.com,https://www.snopes.com/fact-check/california-electric-cars-charge/,Did California Tell Residents Not To Charge Electric Cars Due to Power Shortage?,2021-06-22T08:40:20Z,Mixture
"""The market in electric vehicles [in the UK] is growing at an extraordinary pace - maybe two thirds every year""","Boris Johnson, UK Prime Minister",2021-09-22T00:00:00Z,BBC,bbc.co.uk,https://www.bbc.co.uk/news/58662358,Boris Johnson at the UN fact-checked,2021-09-23T00:00:00Z,"We couldn't immediately find the two-thirds increase mentioned by the prime minister, but it's clear uptake of low emissions vehicles recently has been growing rapidly."
California told its residents not to charge their electric cars because of a power shortage.,"Posts on Facebook, Twitter and Instagram",2021-06-26T12:33:43Z,BOOM Fact Check,boomlive.in,https://www.boomlive.in/world/california-has-not-stopped-charging-of-electric-vehicles-due-to-power-shortage-13669,California Has Not Stopped Charging Of Electric Vehicles Due To Power Shortage | BOOM,2021-06-26T12:33:43Z,False
Image shows electric car 'cemetery' in France,Social media,2021-07-12T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2021/07/14/fact-check-image-purported-electric-car-cemetery-taken-china/7938854002/,Fact check: Viral image of an electric car 'cemetery' shows vehicles from a ride-share company in China,2021-07-14T22:12:24Z,Partly False
"In 2019, Labor had a policy to raise the price of petrol to force people to switch to electric vehicles.",Prime Minister Scott Morrison,2021-11-11T00:00:00Z,AAP,aap.com.au,https://www.aap.com.au/factcheck/pms-claim-about-labors-2019-electric-car-policy-is-all-gas/,PM's claim about Labor's 2019 electric car policy is all gas,2025-02-07T07:09:09Z,"False. Labor had no such stated policy, and any link between the opposition's then proposals and increased fuel prices was only tangential."
A meme showed electric cars being charged by coal energy.,,,Snopes,snopes.com,https://www.snopes.com/fact-check/coal-powered-electric-cars/,Is Coal-Powered Energy Charging These Electric Cars?,2021-11-22T08:16:00Z,False
Electric cars were abandoned after battery failure,Multiple sources,2021-05-16T00:00:00Z,AFP Fact Check,factcheck.afp.com,https://factcheck.afp.com/electric-cars-france-were-not-discarded-due-faulty-technology,Electric cars in France were not discarded due to faulty technology,2021-05-19T20:06:00Z,False
General Motors admits 95% of energy for electric vehicles comes from coal,Social media,2021-07-13T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2021/07/30/fact-check-posts-makes-false-claim-gm-electric-cars/5428075001/,"Fact check: Posts makes false claim about GM, electric cars",2021-07-30T20:49:09Z,False
Photographs show many electric cars that were scrapped because their batteries were too expensive to replace.,Facebook user,2021-03-16T00:00:00Z,Full Fact,fullfact.org,https://fullfact.org/online/electric-vehicles-from-failed-business/,These cars were not abandoned because their batteries failed – Full Fact,2021-05-18T00:00:00Z,Incorrect. These cars were scrapped because they were part of the fleet of a French business that stopped trading.
Average electric car requires equivalent of 85 pounds of coal or six barrels of oil for a single charge,Social media users,2021-12-01T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2021/12/13/fact-check-claim-errs-calculating-electric-car-charging-efficiency/6441054001/,Fact check: Claim on electric car charging efficiency gets some math wrong,2021-12-14T03:52:52Z,Partly False
Electric car manufacturers rely on child labor to extract cobalt for their car batteries.,,,Snopes,snopes.com,https://www.snopes.com/fact-check/child-miners-electric-cars-work/,Are Child Miners Exploited to Manufacture Electric Car Batteries?,2019-11-27T04:02:59Z,Mixture
"In October 2021, Hertz car rental announced it had ordered 100,000 Tesla electric vehicles.",,,Snopes,snopes.com,https://www.snopes.com/fact-check/hertz-car-rental-100000-tesla/,"Did Hertz Car Rental Announce It Ordered 100,000 Teslas?",2021-10-25T22:51:00Z,True
California asked residents “to avoid charging electric cars amid power grid strain.”,social media users,2022-03-17T23:21:00Z,AP News,apnews.com,https://apnews.com/article/fact-checking-656831661268,Posts mislead on California electric car charging,,Missing context
"Electric Vehicles Are A Net Negative, when emissions and heavy battery vehicle deaths are factored in.",facebook.com,2021-10-25T20:15:00Z,Lead Stories,leadstories.com,https://leadstories.com/hoax-alert/2021/10/fact-check-electric-vehicles-are-not-a-net-negative.html,"Fact Check: Nature Article Does NOT Say Electric Vehicles Are A Net Negative, Based On Emissions, Safety",2021-10-25T20:15:00Z,Contradictory
Claims to depicts the differences in environmental impact between an open-air mine where lithium is extracted for electric car batteries and an oil sands extraction site.,Viral Image,2019-09-13T00:00:00Z,Check Your Fact,checkyourfact.com,https://checkyourfact.com/2019/09/19/fact-check-lithium-electric-cars-environment-oil-fossil-fuels/,FACT CHECK: Do These Images Show The Differences Between The Environmental Impact Of Lithium Mining And Oil Sands Extraction?,2019-09-19T15:06:13Z,False
New Tata Evision electric car worth Rs. 25 lakh to be launched in March 2021,Viral Social Media Post,2021-01-13T00:00:00Z,Newschecker,newschecker.in,https://newschecker.in/fact-check/claims-on-tatas-evision-electric-car-worth-rs-25-lakh-and-launching-in-march-2021-are-false,Claims On Tata’s EVision Electric Car Worth Rs 25 Lakh And Launching in March 2021 Are False,2021-01-17T00:00:00Z,False
Eco-friendly electric vehicles (EVs) are bad for the environment.,,,Snopes,snopes.com,https://www.snopes.com/fact-check/electric-vehicle-batteries/,Are Electric Vehicles and Batteries Bad for the Environment?,2022-03-28T08:00:22Z,Mixture
"""Despite bipartisan support for consumer incentives, [the Trump administration] also let the federal tax credit expire, penalizing autoworkers who were, at the time, selling the most electric vehicles in the world — in the United States.""",Joe Biden,2021-08-05T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2021/08/tax-credit-for-plug-in-electric-vehicles-still-available-for-certain-models/,Tax Credit for Plug-in Electric Vehicles Still Available for Certain Models,,Misleading
A petrol generator charging an electric car,[site:name],2019-07-02T00:00:00Z,AFP Fact Check,factcheck.afp.com,https://factcheck.afp.com/no-not-petrol-generator-charging-electric-car,"No, this is not a petrol generator charging an electric car",2019-07-15T22:26:00Z,Mixture
"Electric cars in US are coal-powered, not helpful in lowering emissions",Multiple sources,2022-01-25T00:00:00Z,AFP Fact Check,factcheck.afp.com,https://factcheck.afp.com/doc.afp.com.9ZD7BV,Misleading posts criticize electric cars over coal-produced power,2022-02-11T17:51:00Z,Misleading
"""We have lower electric vehicles sales than any other country in the OECD.""",Mark Butler,2019-04-01T00:00:00Z,ABC News,abc.net.au,https://www.abc.net.au/news/2019-05-03/fact-check-electric-cars-australia-vs-oecd/11072962,Fact Check: Does Australia have the lowest uptake of electric vehicles in the OECD?,2019-05-03T00:00:00Z,Close to the mark
"Alexandria Ocasio-Cortez tweeted, ""I see people are rushing out to fill up their cars for this hurricane at the gas station. This wouldn’t be an issue if they had electric cars. If the power is out for a week how are they going to get gas? We need to start planning ahead and moving forward.""",Viral image,2019-09-04T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2019/sep/06/viral-image/no-aoc-didnt-tweet-about-electric-cars-and-hurrica/,"No, AOC didn’t tweet about electric cars and hurricanes",,False
